,time,site
85663,2020-03-30,uke1200-07900
50147,2020-11-15,ukk3104-32800
65757,2021-10-21,ukk4304-34600
21580,2021-10-30,ukj4202-12150
113187,2020-02-06,ukk4306-22500
17784,2021-07-18,ukc2104-04300
83212,2022-11-18,ukk3106-32500
98654,2022-04-27,ukk3101-26700
49040,2020-10-11,ukk4301-22300
100222,2022-08-20,ukk3102-28550
19633,2021-09-06,uke1200-08000
101702,2022-11-10,ukk4305-25700
111221,2020-04-26,ukk4200-23700
69342,2022-03-07,ukc1101-06000
18102,2021-07-23,ukk4306-22900
91149,2021-03-05,uke1200-07900
92005,2021-04-22,ukk3104-33700
73058,2022-05-21,ukk4301-21800
109083,2020-04-02,ukc2104-04300
107884,2020-10-08,ukj3307-16350
52467,2021-02-25,ukk4200-24600
98067,2022-03-25,ukk4200-23700
90272,2020-12-30,ukk4301-21700
90951,2021-02-23,ukk2101-19050
85061,2020-02-12,ukk3106-27300
77207,2022-08-02,ukk3104-32750
6682,2020-07-08,ukd5400-40900
106555,2022-05-19,ukk4100-26500
41342,2020-05-24,ukd1101-46100
100212,2022-08-19,ukk2101-19150
29727,2022-07-28,ukc1404-05900
70895,2022-04-07,ukc2102-03700
37037,2020-03-20,ukk3101-26570
36827,2020-03-14,ukj2201-14550
53522,2021-03-20,ukk3103-31500
18127,2021-07-26,ukk3105-31100
60643,2021-07-18,ukk3106-32400
47972,2020-09-20,ukh3311-11300
100267,2022-08-25,ukk3105-30600
59715,2021-06-28,ukk4305-25000
62993,2021-09-01,ukc1101-06000
8550,2020-08-31,ukf3102-09400
55229,2021-04-18,ukj2202-14150
68687,2022-02-07,ukh1305-10000
64052,2021-09-19,ukk3106-32340
26653,2022-05-16,ukk2204-19700
48923,2020-10-10,ukj4208-13300
86450,2020-05-12,ukk3101-26600
84992,2020-02-06,ukk4301-21700
21178,2021-10-16,ukd1101-46300
112012,2022-08-29,ukk4200-23600
18080,2021-07-23,ukk3105-31450
92633,2021-05-29,ukd1102-44400
98381,2022-04-14,ukk4301-21700
10843,2020-12-17,ukh1407-10830
33908,2022-11-08,ukd5400-40900
27425,2022-06-06,ukc2101-04250
81421,2022-10-08,ukk2102-19450
72610,2022-05-13,ukj4210-12500
95475,2021-10-21,ukk3102-31600
95411,2021-10-16,ukk3106-27500
60125,2021-07-08,ukk3103-29800
89348,2020-11-02,ukj3308-17000
78653,2022-08-26,ukh3311-11350
23829,2022-02-25,ukh1305-10310
94524,2021-09-14,ukk3102-31900
95302,2021-10-13,ukj3304-16850
23042,2022-01-18,ukh1305-10310
39460,2020-04-24,ukk2206-20800
46264,2020-08-17,ukk3104-32800
44747,2020-07-22,ukh3100-11780
32276,2022-09-20,ukf3102-09100
10587,2020-11-12,ukj4202-12120
69708,2022-03-12,ukj3304-16850
94282,2021-09-03,ukk2204-19900
55758,2021-04-26,ukc1202-06600
75637,2022-07-08,ukk2205-21300
85382,2020-03-12,ukk2101-19150
21928,2021-11-10,ukk3105-30500
101456,2022-10-26,ukk2101-19150
62751,2021-08-27,ukk3106-28200
48519,2020-10-03,ukh3311-11700
3357,2020-04-26,uke2206-07100
31687,2022-09-06,ukc2203-05100
68847,2022-02-17,ukj4210-12900
101155,2022-10-08,ukk2101-19050
61088,2021-07-26,ukk3106-27600
69678,2022-03-12,ukh1304-09850
89161,2020-10-16,ukd5300-41300
77041,2022-07-31,ukk3104-33200
99868,2022-07-28,ukd4312-43000
60091,2021-07-08,ukk2204-20000
27100,2022-05-29,ukk3106-27600
80568,2022-09-23,ukk4301-22100
20815,2021-10-06,ukk4301-22000
75783,2022-07-10,ukj3308-16900
45701,2020-08-07,ukk4200-23600
58031,2021-05-31,ukk2205-21300
73230,2022-05-24,ukk3106-27500
43630,2020-07-06,ukd1101-46100
98496,2022-04-21,ukh3100-11900
80592,2022-09-24,ukk3102-28800
54767,2021-04-11,ukk4301-22200
22304,2021-11-25,ukk3106-32500
71846,2022-04-24,ukk4305-25500
29772,2022-07-28,ukk2205-21500
10819,2020-12-17,ukc1202-06300
75661,2022-07-08,ukk3103-28900
70068,2022-03-18,ukd1103-45920
39024,2020-04-18,ukj2201-14400
81429,2022-10-08,ukk2204-20200
68588,2022-02-03,ukk4304-34500
56017,2021-04-29,ukk2205-21100
94998,2021-10-01,ukk3105-30750
47357,2020-09-08,ukh3100-11780
87165,2020-07-10,ukk2101-19060
18107,2021-07-26,ukc2101-04250
49978,2020-11-12,ukc2203-04800
5224,2020-05-31,ukj2201-14400
49329,2020-10-18,ukh1303-10600
86425,2020-05-09,ukk3102-28550
20356,2021-09-24,ukk4304-34450
95253,2021-10-11,ukk3103-29501
58827,2021-06-13,ukk2305-35200
6984,2020-07-17,ukf3102-09100
100279,2022-08-26,ukj2402-15650
79940,2022-09-14,ukk3106-32310
60083,2021-07-08,ukk2102-19200
67899,2022-01-06,ukj2202-14150
70961,2022-04-08,ukh3311-11500
51268,2021-01-22,ukk3106-32340
27784,2022-06-13,ukc1202-06300
37734,2020-03-30,ukk2201-18700
97568,2022-03-05,ukk4304-34100
83537,2022-11-28,ukd4305-43550
65904,2021-10-25,ukh3100-11770
32711,2022-09-29,ukc2104-04280
106502,2022-05-04,ukk3104-33600
23714,2022-02-22,ukj2205-14300
74352,2022-06-12,ukj2407-15400
95686,2021-10-31,ukk3101-26700
101600,2022-11-08,ukd1103-44800
59337,2021-06-23,ukk2204-19900
58028,2021-05-31,ukk2205-21000
86696,2020-05-31,ukj2204-13900
5865,2020-06-17,ukh1407-10800
20523,2021-09-29,ukk3103-29000
88039,2020-09-01,ukk3105-31450
18727,2021-08-10,ukc2102-03800
102353,2022-12-10,ukk4200-23100
58067,2021-06-01,ukk3102-31650
99895,2022-07-28,ukk4305-24800
51704,2021-02-05,ukk2101-19160
25398,2022-04-14,ukc1202-06400
67204,2021-11-29,ukj4204-13100
13251,2021-03-30,ukk3104-32900
30595,2022-08-12,ukk2305-35100
69938,2022-03-15,ukk4200-23501
72901,2022-05-19,ukk2204-20200
31869,2022-09-10,ukh1407-10750
58141,2021-06-02,ukj2202-14150
95716,2021-10-31,ukk4200-24300
65110,2021-10-08,ukj3400-18350
19114,2021-08-24,ukj4202-12100
86467,2020-05-14,ukd1103-45200
109004,2022-12-15,ukk3104-33000
44628,2020-07-20,ukk2101-19160
30362,2022-08-09,ukc1404-05900
111540,2021-10-23,ukk4306-23000
95863,2021-11-05,ukk3101-27000
65621,2021-10-20,ukh3100-11780
44609,2020-07-20,ukj2402-15700
42307,2020-06-08,ukk3106-32400
102453,2022-12-17,uke1200-07950
37414,2020-03-25,ukk3102-32000
40235,2020-05-04,ukk4200-24600
87798,2020-08-17,ukk4200-23200
106577,2022-05-24,ukk3106-32400
108293,2021-09-26,ukk3104-32600
14722,2021-05-03,ukh1304-09900
80861,2022-09-28,ukh3311-11700
16894,2021-06-21,ukk4304-34300
59661,2021-06-28,ukk3103-29200
95714,2021-10-31,ukk4200-23900
39811,2020-04-29,ukk2206-20400
22743,2022-01-03,ukh1406-10900
111319,2021-11-17,ukk4306-22500
103967,2020-11-15,ukk4305-25500
25113,2022-04-01,ukj4202-12120
108070,2020-12-20,ukk3103-29501
39874,2020-04-29,ukk3106-32330
86741,2020-06-05,ukk1202-35800
106815,2022-09-14,ukk3102-28550
27885,2022-06-15,ukc2203-05100
41740,2020-05-29,ukk2102-19190
107227,2022-11-20,ukd1103-45200
16513,2021-06-12,ukh1407-10750
79804,2022-09-11,ukk4307-33900
45863,2020-08-10,ukk3104-32800
76850,2022-07-28,ukk3102-28500
15533,2021-05-19,ukk3106-27800
24883,2022-03-24,ukh3311-11550
69876,2022-03-15,ukk1202-35700
75649,2022-07-08,ukk3101-26570
101687,2022-11-10,ukk3106-27900
31612,2022-09-04,ukk3105-30500
7687,2020-08-04,ukj3400-17400
89200,2020-10-16,ukk3106-27400
64420,2021-09-26,ukd1101-46100
4932,2020-05-26,ukh3311-11100
39689,2020-04-27,ukk3104-33000
111271,2021-03-27,ukk4306-22600
102723,2020-01-20,ukk4305-25200
41701,2020-05-28,ukj4210-12850
40382,2020-05-07,ukk3102-31800
108821,2022-11-03,ukk3104-33300
82261,2022-10-25,ukh1303-10600
71866,2022-04-26,uke1200-08600
56942,2021-05-14,ukk2204-20000
24407,2022-03-14,ukh1303-10650
84714,2020-01-18,ukk3106-27900
78390,2022-08-20,ukk3104-33360
91312,2021-03-15,ukk3105-30600
66598,2021-11-10,ukk2206-20700
20116,2021-09-19,ukc2102-03900
111613,2020-01-12,ukk4306-22500
13260,2021-03-30,ukk3106-32300
80567,2022-09-23,ukk4301-21900
71309,2022-04-16,uke2206-07400
95175,2021-10-08,uke1200-07900
112324,2021-12-12,ukj4210-12450
28081,2022-06-20,ukj3304-16850
80015,2022-09-16,uke2206-07400
46065,2020-08-12,ukk3106-32330
29868,2022-07-30,ukk2204-19700
42113,2020-06-05,ukk2201-17200
3899,2020-05-06,uke2206-06800
84676,2020-01-15,ukk4200-23200
66545,2021-11-10,ukc1202-06600
4788,2020-05-24,ukc1404-05800
106643,2022-06-08,ukk3104-32700
70788,2022-04-01,ukk2205-21400
50301,2020-11-27,ukh1304-09850
14562,2021-04-29,ukk3105-31100
25178,2022-04-03,ukh1407-10850
109203,2021-01-12,ukc2104-04300
99964,2022-08-02,ukk4200-23200
33688,2022-10-26,ukk3102-31700
58657,2021-06-10,ukc1202-06500
61583,2021-08-04,ukc2203-05200
47076,2020-09-01,ukk3105-30200
71008,2022-04-09,uke2206-06800
67992,2022-01-14,ukc1202-06500
60647,2021-07-18,ukk4200-24000
37331,2020-03-24,ukj4210-12400
53274,2021-03-15,ukk4200-24000
108351,2021-11-05,ukk3105-30600
20205,2021-09-21,ukc2204-05300
108836,2022-11-08,ukk4304-34200
54991,2021-04-14,ukk3106-27900
93071,2021-06-23,ukk4305-25700
21280,2021-10-21,ukc2103-04600
89731,2020-11-15,ukk2101-19050
65516,2021-10-16,uke1200-08300
74993,2022-06-25,ukc1101-06100
47429,2020-09-09,ukd4200-42100
27555,2022-06-08,ukk2204-19800
86498,2020-05-14,ukk4305-25900
46126,2020-08-15,ukk3103-29501
78280,2022-08-19,ukh3311-11250
70316,2022-03-22,ukj2201-14550
108307,2021-10-06,ukk3104-33500
73427,2022-05-29,ukk2205-21000
111650,2020-07-05,ukj4210-12450
68440,2022-02-01,ukd4305-43550
12923,2021-03-22,ukj4202-12120
1674,2020-03-23,ukd1103-44800
59351,2021-06-23,ukk2206-20800
44508,2020-07-18,ukk3105-30700
1233,2020-03-12,ukh1305-10125
32451,2022-09-23,ukj3307-16400
94455,2021-09-11,ukk3105-31450
14392,2021-04-26,ukj2100-14800
111671,2021-02-10,ukj4210-12400
26076,2022-04-29,ukd1103-45600
36722,2020-03-12,ukk4200-24600
102750,2020-02-04,ukk3104-33300
97208,2022-02-03,ukk4305-25100
18183,2021-07-28,ukk2201-18750
4098,2020-05-09,ukd5300-41200
1353,2020-03-14,ukj4208-13500
106732,2022-08-17,ukk4100-26400
105386,2021-11-05,ukk3105-31300
99094,2022-05-29,ukk3105-30700
17256,2021-06-30,ukk2102-19350
87072,2020-07-06,ukk3101-26570
70620,2022-03-27,ukk1202-35900
36531,2020-03-08,ukd5300-41500
98910,2022-05-16,ukj2402-15650
33712,2022-10-26,ukk4305-24900
26038,2022-04-28,ukj4204-13000
56088,2021-04-29,ukk4200-24600
51053,2021-01-09,ukk3102-28600
111936,2021-11-22,ukk4200-23300
51218,2021-01-21,ukj4208-13600
18506,2021-08-04,ukk1202-35700
574,2020-02-06,ukj3400-18500
73700,2022-06-02,ukj4210-12500
90486,2021-01-23,ukj4208-13400
85932,2020-04-11,ukk2201-17300
69522,2022-03-09,ukj2407-15400
41559,2020-05-26,ukk2204-20100
39373,2020-04-23,ukh3311-11250
2598,2020-04-09,ukk4305-25300
20890,2021-10-08,ukk2201-18900
56379,2021-05-04,ukk2205-21100
19915,2021-09-14,ukk3105-30900
82856,2022-11-10,ukk4307-33900
49335,2020-10-18,ukh3100-11780
29568,2022-07-21,ukk3105-30700
38926,2020-04-17,ukc2102-03700
103907,2020-11-13,ukk3104-33650
39860,2020-04-29,ukk3105-30800
106930,2022-10-06,ukk3103-29500
89004,2020-10-10,ukj2203-14600
112132,2021-09-08,ukj4210-12450
6105,2020-06-23,ukc2204-05300
59061,2021-06-18,ukk2205-21200
30068,2022-08-02,ukk4307-33800
90703,2021-02-06,ukk3104-33350
90883,2021-02-18,uke1200-07950
43938,2020-07-10,ukh3100-11850
80640,2022-09-25,ukh1303-10325
43442,2020-07-01,ukk3103-29501
103589,2020-10-06,ukk3104-33600
17945,2021-07-21,ukd5400-41000
7449,2020-07-30,ukj2204-14000
8631,2020-09-01,ukk2201-18900
12441,2021-03-08,ukk4304-34300
95913,2021-11-09,ukh3311-11600
797,2020-02-27,ukc2102-03800
29651,2022-07-26,ukk3103-29000
37491,2020-03-27,uke1200-08300
9547,2020-10-03,ukc1101-06200
104948,2021-09-06,ukk3106-27200
55604,2021-04-23,ukj4210-12400
100123,2022-08-12,ukk4200-23200
100192,2022-08-17,ukk4305-26000
39766,2020-04-29,ukd1101-46100
105036,2021-09-19,ukk3103-29400
47248,2020-09-06,ukk2102-19190
108849,2022-11-10,ukk4100-26400
13124,2021-03-27,ukj3400-17850
108397,2021-11-23,ukk3104-32550
89438,2020-11-05,ukd1102-44300
36118,2020-02-29,ukk2204-20000
111414,2020-02-06,ukk4306-22400
98956,2022-05-19,ukk4301-21700
107203,2022-11-18,ukk3102-32000
37415,2020-03-25,ukk3103-28900
31825,2022-09-09,ukc2102-03600
43431,2020-07-01,ukk3102-28700
46629,2020-08-26,ukh3100-11850
15328,2021-05-16,ukh1305-10200
40690,2020-05-12,ukk3104-33700
33832,2022-11-03,ukc2102-03800
21498,2021-10-28,ukj3400-18400
103212,2020-08-22,ukk4305-25200
73633,2022-06-01,ukk3101-26900
56235,2021-05-02,ukk3102-31700
103277,2020-09-04,ukk3105-31300
92821,2021-06-08,ukd1102-44400
90700,2021-02-06,ukk3103-29900
99096,2022-05-29,ukk3106-28400
51880,2021-02-08,ukk3106-32340
82476,2022-10-31,ukk2102-19400
4344,2020-05-14,ukk2102-19350
76619,2022-07-21,ukk3106-32200
22810,2022-01-04,uke2206-07200
70193,2022-03-20,ukk2101-19160
4668,2020-05-21,ukf3102-09700
88052,2020-09-01,ukk4301-21700
97739,2022-03-13,ukd1102-44300
62207,2021-08-12,ukk4305-26200
32024,2022-09-14,ukd1103-45600
3701,2020-05-02,ukd5300-41200
59,2020-01-10,ukd5400-40900
23055,2022-01-18,ukj2205-14300
42323,2020-06-08,ukk4305-25400
112548,2021-05-21,ukk4306-23000
99697,2022-07-13,ukk2101-19030
23774,2022-02-23,ukk2201-18800
48154,2020-09-24,ukk3106-28200
28114,2022-06-21,ukc2101-04000
46311,2020-08-17,ukk4304-34410
10524,2020-11-10,ukd4303-41800
32450,2022-09-23,ukj3305-16700
102967,2020-05-12,ukk4304-34400
12909,2021-03-22,ukj2100-14800
97263,2022-02-07,ukh3100-11900
67543,2021-12-15,ukj3308-17100
84454,2022-12-27,ukk2302-35300
40358,2020-05-07,ukd1102-44400
34154,2022-11-15,ukk4301-22000
87593,2020-08-06,ukj2203-14600
26863,2022-05-24,ukc2103-04700
67431,2021-12-05,ukk4301-22200
89150,2020-10-15,ukh3311-11600
105556,2021-11-25,ukk3106-27200
100807,2022-09-21,ukk2101-19100
35524,2020-01-27,ukk2102-19200
6351,2020-06-28,ukd1101-46300
49072,2020-10-13,ukj2100-14900
55824,2021-04-26,ukk2101-19000
38779,2020-04-14,ukk3104-33650
50810,2020-12-30,uke2206-07100
88730,2020-10-01,ukk2201-17300
12174,2021-02-27,ukj4209-12000
59576,2021-06-26,ukk3106-32340
113055,2020-05-26,ukk4200-24200
77116,2022-08-01,ukj4210-12800
55832,2021-04-26,ukk2201-18800
38536,2020-04-09,ukk4305-25000
70219,2022-03-20,ukk2305-35200
55668,2021-04-24,ukk2206-20600
11563,2021-02-01,ukd5400-40900
109300,2021-10-04,ukc2104-04300
7258,2020-07-22,ukj4210-12660
109567,2020-12-17,ukj4210-12350
75597,2022-07-08,ukd4200-42100
34785,2022-12-17,ukj3400-17850
22089,2021-11-19,ukh1407-10800
60464,2021-07-16,ukk3106-27500
34413,2022-11-28,ukd1103-45600
24651,2022-03-19,ukh3311-11100
99416,2022-06-20,ukk4306-22400
22393,2021-12-02,ukj2204-14000
96385,2021-12-02,ukj2402-15680
29897,2022-07-31,ukk3105-30200
90626,2021-02-01,ukk3101-26900
99146,2022-06-01,ukk3105-30700
99740,2022-07-15,ukk2101-19030
22212,2021-11-22,ukj3400-18000
2904,2020-04-16,ukk2204-19800
69230,2022-03-05,ukc2203-04900
80741,2022-09-26,ukk2206-20500
66621,2021-11-10,ukk3106-32320
110932,2020-11-02,ukk4200-23700
10162,2020-10-25,ukh1305-10100
51482,2021-01-29,ukd4200-42600
45873,2020-08-10,ukk3105-30300
79750,2022-09-11,ukk3104-32750
66092,2021-10-30,ukh3100-11800
47865,2020-09-18,ukj3400-17900
51984,2021-02-10,ukk2205-21400
93391,2021-07-17,ukf3102-09500
23371,2022-02-03,ukc2101-04200
14138,2021-04-21,ukh1305-10310
62970,2021-08-31,ukh3100-11902
68394,2022-01-27,ukk3106-32310
42056,2020-06-02,ukj2407-15400
774,2020-02-26,ukj4202-12120
39440,2020-04-24,ukk2101-19160
13289,2021-04-02,ukd1101-46300
44662,2020-07-21,ukd1103-44800
48544,2020-10-03,ukk2101-19000
33904,2022-11-08,ukd4303-41800
11698,2021-02-08,ukd1101-46300
72661,2022-05-14,ukk2204-20000
71528,2022-04-19,ukk4200-24600
78228,2022-08-17,ukk4301-22300
89100,2020-10-13,ukk2101-19030
67494,2021-12-12,ukh3311-11300
94870,2021-09-26,ukk2206-20300
113266,2021-03-07,ukj4210-12500
42655,2020-06-16,ukd1102-44200
101328,2022-10-16,ukk4200-23800
81218,2022-10-06,ukd1102-44200
86180,2020-04-24,ukk4100-26500
71398,2022-04-18,ukh1305-10000
22299,2021-11-25,ukk3105-30500
17179,2021-06-28,ukk3102-28600
27519,2022-06-08,ukc2102-03700
21621,2021-10-31,ukd5400-41000
45102,2020-07-30,ukj3400-17600
43708,2020-07-06,ukk4307-33900
10177,2020-10-25,ukj2205-14300
86109,2020-04-21,ukk2101-19030
29165,2022-07-13,ukk4307-33800
56086,2021-04-29,ukk4200-23600
28509,2022-07-02,ukh1305-10100
29391,2022-07-18,uke2206-07500
8999,2020-09-14,ukc2102-03600
105334,2021-10-31,ukk4305-26000
87475,2020-07-30,ukk2101-19150
59422,2021-06-23,ukk4304-34410
35463,2020-01-27,ukc2203-04800
69368,2022-03-07,ukh3100-11780
42843,2020-06-20,ukk2204-20200
60029,2021-07-07,ukj4204-13200
2986,2020-04-18,ukj4210-12750
30573,2022-08-12,uke1200-08000
112945,2022-01-06,ukj2100-14800
59075,2021-06-18,ukk3101-26700
27448,2022-06-06,ukk3105-31250
107134,2022-11-10,ukk4304-34000
29993,2022-08-02,ukd1101-46000
67014,2021-11-22,ukk1202-35900
28438,2022-06-30,ukj3400-18400
28381,2022-06-27,ukj2401-15100
100451,2022-09-06,ukd4312-42800
83716,2022-12-03,ukd4312-43000
37295,2020-03-24,ukh1303-10325
19239,2021-08-27,ukk4200-23400
112281,2021-05-01,ukc2103-04600
108604,2022-02-21,ukk3106-28100
76285,2022-07-17,ukh3311-11650
29573,2022-07-21,ukk3105-31250
80663,2022-09-25,ukj2201-14550
73949,2022-06-06,ukk3103-31500
29930,2022-08-01,ukh1305-10100
3932,2020-05-06,ukj2201-14500
33287,2022-10-15,ukh1303-10500
36621,2020-03-09,ukj4208-13700
69427,2022-03-07,ukk2205-21300
108278,2021-09-16,ukk3104-33500
83220,2022-11-19,ukh1303-10600
67271,2021-12-02,ukj3308-16900
49015,2020-10-11,ukk3105-30700
30077,2022-08-04,ukc2203-05000
68839,2022-02-17,ukj4208-13700
109496,2022-12-10,ukk3106-32340
102740,2020-02-04,ukk2101-19020
47933,2020-09-19,ukk3104-33300
55869,2021-04-27,ukd4312-43000
105633,2021-12-15,ukk3106-32400
14899,2021-05-06,ukh3100-11770
28280,2022-06-23,ukk4200-23400
101892,2022-11-18,ukk3106-28200
91293,2021-03-15,ukk2101-19060
112299,2021-08-14,ukj4210-12450
55537,2021-04-22,ukk3105-30300
13087,2021-03-27,uke1301-09020
22644,2021-12-15,ukk4200-24500
11679,2021-02-08,ukc1202-06650
30194,2022-08-05,ukk3106-27400
1183,2020-03-09,ukj2205-14300
14985,2021-05-08,ukf3102-09600
81112,2022-10-01,ukk3103-31500
67749,2021-12-28,ukk4304-34600
36194,2020-03-02,ukh3311-11350
48315,2020-09-29,ukd1103-45920
90020,2020-12-17,ukj3400-18600
38575,2020-04-11,ukh3100-11902
81343,2022-10-06,ukk4306-22800
67086,2021-11-25,ukc2203-04900
100286,2022-08-27,ukk1202-35800
18595,2021-08-07,ukk1202-35700
697,2020-02-13,ukh1407-10800
70199,2022-03-20,ukk2201-17200
36973,2020-03-20,ukc1101-06000
85505,2020-03-22,ukj2204-13900
33802,2022-11-02,ukh1304-09900
33598,2022-10-25,ukf3102-09200
16194,2021-06-05,ukc1404-05900
86138,2020-04-23,ukf3102-09500
70773,2022-04-01,ukk2102-19170
24737,2022-03-20,ukk3106-32100
75965,2022-07-13,ukd5400-40800
46844,2020-08-29,ukj3400-18350
2770,2020-04-14,uke2206-07200
81312,2022-10-06,ukk3106-27700
94802,2021-09-23,ukk2204-20200
35297,2020-01-18,ukd4200-42100
111789,2020-04-01,ukk4306-22600
34468,2022-11-29,ukj4210-12450
93833,2021-08-09,ukh3100-11900
57021,2021-05-14,ukk4301-21900
110134,2020-05-29,uke1301-09000
69693,2022-03-12,ukh3311-11650
57662,2021-05-24,ukk3106-32330
56635,2021-05-07,ukk3106-28300
12255,2021-03-05,ukc2101-04000
109304,2021-10-13,ukj3307-16350
38983,2020-04-17,ukk3105-30800
92309,2021-05-07,ukd5300-41300
109042,2020-01-18,ukk3104-32800
47522,2020-09-13,uke1200-08300
89026,2020-10-11,ukk2101-19150
55097,2021-04-16,ukk1202-36000
28567,2022-07-03,ukc2203-05100
47852,2020-09-18,ukj2201-14400
54003,2021-03-29,ukj2407-15400
64399,2021-09-25,ukj4204-13200
20035,2021-09-16,ukk4306-22900
11501,2021-01-29,ukc2204-05400
89687,2020-11-13,ukk3103-29100
24999,2022-03-27,ukj2402-15800
59112,2021-06-18,ukk3105-31350
88262,2020-09-10,ukj4210-12900
14851,2021-05-04,ukk4306-22500
32960,2022-10-06,ukk3106-32300
13274,2021-03-30,ukk4305-24900
79227,2022-09-04,ukk3102-28700
12634,2021-03-15,ukk3106-32500
105651,2021-12-18,ukd1102-44300
26929,2022-05-24,ukk4200-24500
96178,2021-11-20,ukk4200-24200
64032,2021-09-19,ukk3104-33300
26763,2022-05-21,ukc2203-05100
61995,2021-08-10,ukk3103-31500
84071,2022-12-15,ukk1202-35900
51613,2021-02-01,ukk3104-33500
12920,2021-03-22,ukj3400-18400
71314,2022-04-16,ukh1303-10600
71836,2022-04-24,ukk4301-21900
25714,2022-04-21,ukj2201-14400
24203,2022-03-09,ukj4202-12200
64736,2021-10-01,ukk4306-22600
79829,2022-09-13,ukj2403-16000
66036,2021-10-29,ukd4305-43260
1217,2020-03-12,uke2206-07000
59267,2021-06-22,ukh3100-11902
60991,2021-07-23,ukk3105-31350
109964,2020-08-09,ukj4210-12400
24332,2022-03-12,ukh3100-11770
15647,2021-05-24,ukc1202-06300
72846,2022-05-16,ukk4200-24600
27872,2022-06-13,ukk4306-22600
68859,2022-02-21,ukd4305-43550
15491,2021-05-19,ukd1103-45600
94831,2021-09-24,ukk3106-27300
28534,2022-07-02,ukj4202-12200
25623,2022-04-19,ukd4312-42800
28435,2022-06-30,ukj3400-17850
66488,2021-11-05,ukk4200-23300
54083,2021-03-30,ukk3102-28600
49675,2020-11-03,ukk3105-30300
105228,2021-10-14,ukk3104-33400
87030,2020-07-01,ukk3106-28400
103878,2020-11-10,ukk4305-25500
58945,2021-06-15,ukh3311-11650
1049,2020-03-05,ukc2204-05400
73365,2022-05-28,ukj2402-15700
3117,2020-04-21,ukh1305-10200
14566,2021-04-29,ukk3106-32100
64498,2021-09-26,ukk3106-27900
103675,2020-10-14,ukk3104-33400
82391,2022-10-26,ukk3105-30800
6491,2020-07-02,ukj4210-12350
11739,2021-02-08,ukk4306-22600
55798,2021-04-26,ukj2205-14200
77725,2022-08-09,ukk4200-24600
72785,2022-05-16,ukh3306-11750
8414,2020-08-27,ukc2102-03600
58696,2021-06-10,ukk2102-19190
90154,2020-12-27,ukf3102-09500
42794,2020-06-20,ukh3306-11750
65743,2021-10-21,ukk3106-32400
110128,2020-04-29,ukj3400-17600
90481,2021-01-23,ukh3100-11904
14255,2021-04-23,ukj4210-12350
85736,2020-04-02,ukk3101-26600
19335,2021-08-30,ukc2101-04200
91747,2021-04-11,ukj2100-14950
36088,2020-02-29,ukd4305-43260
